iso_time,elapsed_s,training_id,event,label,hw_mode,lat,lng,yaw_deg,gps_fix,gps_ready,ref_mode,ref_path_len,ref_segment_idx,ref_progress_m,ref_cross_track_m,ref_along_segment_m,ref_segment_len_m,ref_heading_deg,ref_heading_error_deg,ref_dist_to_start_m,ref_dist_to_end_m,lidar_min_front_m,lidar_obstacle,pwm_l,pwm_r,enc_l,enc_r,wheel_speed_l_kph,wheel_speed_r_kph,wheel_speed_avg_kph,battery_soc_pct,battery_voltage_v,battery_current_a,battery_temp_c,battery_status,wp_idx,path_len,target_lat,target_lng,dist_to_target_m,gps_step_m,gps_speed_mps,gps_jump_flag,speed_valid,battery_valid,row_quality,quality_flags
2026-06-17T15:57:11.413,0.098,training_20260617_155711_line,SAMPLE,obstacle_avoid,0,13.341772079467773,101.0213623046875,-105.34015658784159,4,True,LINE,3,1,14.423922944538777,-4.813385084261816,10.236575255626557,10.236575255626557,69.89546755241531,-175.2356241402569,13.018015208530894,5.1598558058778705,-1.0,1,0,0,62752,-24,0.0,0.0,0.0,78,26.100000381469727,-1.7999999523162842,40.0,0,0,3,13.341729164123535,101.0212631225586,11.744100416374419,,,0,1,1,GOOD,
2026-06-17T15:57:11.614,0.3,training_20260617_155711_line,SAMPLE,obstacle_avoid,0,13.341772079467773,101.0213623046875,-105.35232115475338,4,True,LINE,3,1,14.423922944538777,-4.813385084261816,10.236575255626557,10.236575255626557,69.89546755241531,-175.2477887071687,13.018015208530894,5.1598558058778705,-1.0,1,0,0,62752,-24,0.0,0.0,0.0,78,26.100000381469727,-1.7999999523162842,40.0,0,0,3,13.341729164123535,101.0212631225586,11.744100416374419,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:57:11.824,0.509,training_20260617_155711_line,SAMPLE,obstacle_avoid,0,13.341772079467773,101.0213623046875,-105.35811315516955,4,True,LINE,3,1,14.423922944538777,-4.813385084261816,10.236575255626557,10.236575255626557,69.89546755241531,-175.25358070758486,13.018015208530894,5.1598558058778705,-1.0,1,0,0,62752,-24,0.0,0.0,0.0,78,26.100000381469727,-1.600000023841858,40.0,0,0,3,13.341729164123535,101.0212631225586,11.744100416374419,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:57:12.049,0.734,training_20260617_155711_line,SAMPLE,obstacle_avoid,0,13.341772079467773,101.0213623046875,-105.35811315516955,4,True,LINE,3,1,14.423922944538777,-4.813385084261816,10.236575255626557,10.236575255626557,69.89546755241531,-175.25358070758486,13.018015208530894,5.1598558058778705,-1.0,1,0,0,62752,-24,0.0,0.0,0.0,78,26.100000381469727,-1.600000023841858,40.0,0,0,3,13.341729164123535,101.0212631225586,11.744100416374419,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:57:12.433,1.118,training_20260617_155711_line,SAMPLE,obstacle_avoid,0,13.341772079467773,101.0213623046875,-105.3816090059144,4,True,LINE,3,1,14.423922944538777,-4.813385084261816,10.236575255626557,10.236575255626557,69.89546755241531,-175.27707655832972,13.018015208530894,5.1598558058778705,-1.0,1,0,0,62752,-24,0.0,0.0,0.0,78,26.100000381469727,-1.600000023841858,40.0,0,0,3,13.341729164123535,101.0212631225586,11.744100416374419,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:57:12.638,1.324,training_20260617_155711_line,SAMPLE,obstacle_avoid,0,13.341772079467773,101.0213623046875,-105.3898530442426,4,True,LINE,3,1,14.423922944538777,-4.813385084261816,10.236575255626557,10.236575255626557,69.89546755241531,-175.28532059665793,13.018015208530894,5.1598558058778705,-1.0,1,0,0,62752,-24,0.0,0.0,0.0,78,26.100000381469727,-1.600000023841858,40.0,0,0,3,13.341729164123535,101.0212631225586,11.744100416374419,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:57:12.843,1.529,training_20260617_155711_line,SAMPLE,obstacle_avoid,0,13.341772079467773,101.0213623046875,-105.39336376147598,4,True,LINE,3,1,14.423922944538777,-4.813385084261816,10.236575255626557,10.236575255626557,69.89546755241531,-175.2888313138913,13.018015208530894,5.1598558058778705,-1.0,1,0,0,62752,-24,0.0,0.0,0.0,78,26.100000381469727,-1.600000023841858,40.0,0,0,3,13.341729164123535,101.0212631225586,11.744100416374419,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:57:13.050,1.735,training_20260617_155711_line,SAMPLE,obstacle_avoid,0,13.341772079467773,101.0213623046875,-105.39336376147598,4,True,LINE,3,1,14.423922944538777,-4.813385084261816,10.236575255626557,10.236575255626557,69.89546755241531,-175.2888313138913,13.018015208530894,5.1598558058778705,-1.0,1,0,0,62752,-24,0.0,0.0,0.0,78,26.100000381469727,-1.600000023841858,40.0,0,0,3,13.341729164123535,101.0212631225586,11.744100416374419,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:57:13.452,2.137,training_20260617_155711_line,SAMPLE,obstacle_avoid,0,13.341772079467773,101.0213623046875,-105.41787731040716,4,True,LINE,3,1,14.423922944538777,-4.813385084261816,10.236575255626557,10.236575255626557,69.89546755241531,-175.31334486282248,13.018015208530894,5.1598558058778705,-1.0,1,0,0,40,0,0.0,0.0,0.0,78,26.100000381469727,-1.600000023841858,40.0,0,0,3,13.341729164123535,101.0212631225586,11.744100416374419,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:57:13.654,2.339,training_20260617_155711_line,SAMPLE,obstacle_avoid,0,13.341772079467773,101.0213623046875,-105.42575251852018,4,True,LINE,3,1,14.423922944538777,-4.813385084261816,10.236575255626557,10.236575255626557,69.89546755241531,-175.3212200709355,13.018015208530894,5.1598558058778705,-1.0,1,0,0,62752,-24,0.0,0.0,0.0,78,26.100000381469727,-1.600000023841858,40.0,0,0,3,13.341729164123535,101.0212631225586,11.744100416374419,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:57:13.861,2.546,training_20260617_155711_line,SAMPLE,obstacle_avoid,0,13.341772079467773,101.0213623046875,-105.43628467022035,4,True,LINE,3,1,14.423922944538777,-4.813385084261816,10.236575255626557,10.236575255626557,69.89546755241531,-175.33175222263566,13.018015208530894,5.1598558058778705,-1.0,1,0,0,62752,-24,0.0,0.0,0.0,78,26.100000381469727,-1.600000023841858,40.0,0,0,3,13.341729164123535,101.0212631225586,11.744100416374419,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:57:14.071,2.756,training_20260617_155711_line,SAMPLE,obstacle_avoid,0,13.341772079467773,101.0213623046875,-105.4557916904899,4,True,LINE,3,1,14.423922944538777,-4.813385084261816,10.236575255626557,10.236575255626557,69.89546755241531,-175.3512592429052,13.018015208530894,5.1598558058778705,2.6137499809265137,1,0,0,0,0,0.0,0.0,0.0,78,26.100000381469727,-1.7000000476837158,40.0,0,0,3,13.341729164123535,101.0212631225586,11.744100416374419,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:57:14.465,3.15,training_20260617_155711_line,SAMPLE,obstacle_avoid,0,13.341772079467773,101.0213623046875,-105.46480071000515,4,True,LINE,3,1,14.423922944538777,-4.813385084261816,10.236575255626557,10.236575255626557,69.89546755241531,-175.36026826242045,13.018015208530894,5.1598558058778705,-1.0,1,0,0,62752,-24,0.0,0.0,0.0,78,26.100000381469727,-1.7000000476837158,40.0,0,0,3,13.341729164123535,101.0212631225586,11.744100416374419,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:57:14.667,3.352,training_20260617_155711_line,SAMPLE,obstacle_avoid,0,13.341772079467773,101.0213623046875,-105.47268957849651,4,True,LINE,3,1,14.423922944538777,-4.813385084261816,10.236575255626557,10.236575255626557,69.89546755241531,-175.3681571309118,13.018015208530894,5.1598558058778705,-1.0,1,0,0,62752,-24,0.0,0.0,0.0,78,26.100000381469727,-1.7000000476837158,40.0,0,0,3,13.341729164123535,101.0212631225586,11.744100416374419,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:57:14.868,3.553,training_20260617_155711_line,SAMPLE,obstacle_avoid,0,13.341772079467773,101.0213623046875,-105.48182154141682,4,True,LINE,3,1,14.423922944538777,-4.813385084261816,10.236575255626557,10.236575255626557,69.89546755241531,-175.37728909383213,13.018015208530894,5.1598558058778705,-1.0,1,0,0,0,0,0.0,0.0,0.0,78,26.100000381469727,-1.7000000476837158,40.0,0,0,3,13.341729164123535,101.0212631225586,11.744100416374419,0.0,0.0,0,1,1,GOOD,
