iso_time,elapsed_s,training_id,event,label,hw_mode,lat,lng,yaw_deg,gps_fix,gps_ready,ref_mode,ref_path_len,ref_segment_idx,ref_progress_m,ref_cross_track_m,ref_along_segment_m,ref_segment_len_m,ref_heading_deg,ref_heading_error_deg,ref_dist_to_start_m,ref_dist_to_end_m,lidar_min_front_m,lidar_obstacle,pwm_l,pwm_r,enc_l,enc_r,wheel_speed_l_kph,wheel_speed_r_kph,wheel_speed_avg_kph,battery_soc_pct,battery_voltage_v,battery_current_a,battery_temp_c,battery_status,wp_idx,path_len,target_lat,target_lng,dist_to_target_m,gps_step_m,gps_speed_mps,gps_jump_flag,speed_valid,battery_valid,row_quality,quality_flags
2026-06-17T15:44:42.422,0.109,training_20260617_154442_line,SAMPLE,path_follow_clean,0,13.341732025146484,101.02130126953125,-100.13816840274399,4,True,LINE,8,2,11.989228801027174,0.6497152947190052,0.0,1.8015075438679018,331.69924425328634,-71.83741265603032,1.8252870365871072,3.566917796082534,1.7170000076293945,1,0,0,-1,-23,0.0,0.0,0.0,83,26.200000762939453,-1.399999976158142,37.0,0,0,8,13.34168815612793,101.0212173461914,10.307341511392393,,,0,1,1,GOOD,
2026-06-17T15:44:42.656,0.343,training_20260617_154442_line,SAMPLE,path_follow_clean,0,13.341732025146484,101.02130126953125,-100.13422055340372,4,True,LINE,8,2,11.989228801027174,0.6497152947190052,0.0,1.8015075438679018,331.69924425328634,-71.83346480669007,1.8252870365871072,3.566917796082534,-1.0,1,0,0,-1,-23,0.0,0.0,0.0,83,26.200000762939453,-1.399999976158142,37.0,0,0,8,13.34168815612793,101.0212173461914,10.307341511392393,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:44:43.039,0.726,training_20260617_154442_line,SAMPLE,path_follow_clean,0,13.341732025146484,101.02130126953125,-100.13409760999866,4,True,LINE,8,2,11.989228801027174,0.6497152947190052,0.0,1.8015075438679018,331.69924425328634,-71.833341863285,1.8252870365871072,3.566917796082534,2.4170000553131104,1,0,0,-1,-23,0.0,0.0,0.0,83,26.200000762939453,-1.5,37.0,0,0,8,13.34168815612793,101.0212173461914,10.307341511392393,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:44:43.437,1.124,training_20260617_154442_line,SAMPLE,path_follow_clean,0,13.341732025146484,101.02130126953125,-100.12978776063238,4,True,LINE,8,2,11.989228801027174,0.6497152947190052,0.0,1.8015075438679018,331.69924425328634,-71.82903201391872,1.8252870365871072,3.566917796082534,2.403749942779541,1,0,0,-1,-23,0.0,0.0,0.0,83,26.200000762939453,-1.5,37.0,0,0,8,13.34168815612793,101.0212173461914,10.307341511392393,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:44:43.643,1.33,training_20260617_154442_line,SAMPLE,path_follow_clean,0,13.341732025146484,101.02130126953125,-100.12892032660778,4,True,LINE,8,2,11.989228801027174,0.6497152947190052,0.0,1.8015075438679018,331.69924425328634,-71.82816457989412,1.8252870365871072,3.566917796082534,2.4619998931884766,1,0,0,-1,-23,0.0,0.0,0.0,83,26.200000762939453,-1.5,37.0,0,0,8,13.34168815612793,101.0212173461914,10.307341511392393,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:44:43.851,1.537,training_20260617_154442_line,SAMPLE,path_follow_clean,0,13.341732025146484,101.02130126953125,-100.13375610054015,4,True,LINE,8,2,11.989228801027174,0.6497152947190052,0.0,1.8015075438679018,331.69924425328634,-71.83300035382649,1.8252870365871072,3.566917796082534,2.4045000076293945,1,0,0,-1,-23,0.0,0.0,0.0,83,26.200000762939453,-1.100000023841858,37.0,0,0,8,13.34168815612793,101.0212173461914,10.307341511392393,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:44:44.245,1.931,training_20260617_154442_line,SAMPLE,path_follow_clean,0,13.341732025146484,101.02130126953125,-100.13555244029187,4,True,LINE,8,2,11.989228801027174,0.6497152947190052,0.0,1.8015075438679018,331.69924425328634,-71.8347966935782,1.8252870365871072,3.566917796082534,2.446500062942505,1,0,0,37,0,0.0,0.0,0.0,83,26.200000762939453,-1.100000023841858,37.0,0,0,8,13.34168815612793,101.0212173461914,10.307341511392393,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:44:44.651,2.337,training_20260617_154442_line,SAMPLE,path_follow_clean,0,13.341731071472168,101.02130126953125,-100.12728108120699,4,True,LINE,8,2,11.989228801027174,0.5994399761006334,0.0,1.8015075438679018,331.69924425328634,-71.82652533449334,1.8963420140895126,3.650171337206808,2.4574999809265137,1,0,0,-1,-2,0.0,0.0,0.0,83,26.200000762939453,-1.100000023841858,37.0,0,0,8,13.34168815612793,101.0212173461914,10.257581061955731,0.106,0.261,0,1,1,GOOD,
2026-06-17T15:44:44.854,2.54,training_20260617_154442_line,SAMPLE,path_follow_clean,0,13.341731071472168,101.02130126953125,-100.13219881740939,4,True,LINE,8,2,11.989228801027174,0.5994399761006334,0.0,1.8015075438679018,331.69924425328634,-71.83144307069574,1.8963420140895126,3.650171337206808,2.4437499046325684,1,0,0,-1,-2,0.0,0.0,0.0,83,26.200000762939453,-1.5,37.0,0,0,8,13.34168815612793,101.0212173461914,10.257581061955731,0.0,0.0,0,1,1,GOOD,
2026-06-17T15:44:45.056,2.742,training_20260617_154442_line,SAMPLE,path_follow_clean,0,13.341731071472168,101.02130126953125,-100.13228077967943,4,True,LINE,8,2,11.989228801027174,0.5994399761006334,0.0,1.8015075438679018,331.69924425328634,-71.83152503296577,1.8963420140895126,3.650171337206808,2.4089999198913574,1,0,0,-1,-23,0.0,0.0,0.0,83,26.200000762939453,-1.5,37.0,0,0,8,13.34168815612793,101.0212173461914,10.257581061955731,0.0,0.0,0,1,1,GOOD,
